City,Country,Date,Latitude,Longitude,Temperatrue,Humidity,Cloudiness,Wind Speed
Beipiao,CN,1612828674,41.7919,120.7792,18.7,82,0,2.39
Hornepayne,CA,1612828674,49.2138,-84.7705,-10.97,86,55,5.88
Seoul,KR,1612828555,37.5683,126.9778,21.2,73,0,2.3
Coyhaique,CL,1612828675,-45.5752,-72.0662,84.2,30,0,4.61
Barranca,PE,1612828675,-10.75,-77.7667,71.06,83,92,7.11
Maria Aurora,PH,1612828675,15.7967,121.4737,72.52,86,96,2.59
Loa Janan,ID,1612828675,-0.583,117.095,77.4,91,100,0.81
Mulanje,MW,1612828675,-16.0316,35.5,69.91,88,96,3.62
Port-Gentil,GA,1612828675,-0.7193,8.7815,80.6,94,75,4.61
Sāndi,IN,1612828675,27.3,79.95,52.86,63,0,5.68
Akhaldaba,GE,1612828676,41.654,42.1516,60.8,41,75,18.41
Margate,GB,1612828676,51.3813,1.3862,30.99,73,100,4.0
Ormara,PK,1612828676,25.2088,64.6357,67.44,58,51,8.46
Ayr,GB,1612828676,55.4627,-4.6339,30.2,80,0,12.66
Talnakh,RU,1612828676,69.4865,88.3972,0.37,89,100,8.03
Cabo San Lucas,MX,1612828676,22.8909,-109.9124,73.99,40,1,13.8
Ostrovnoy,RU,1612828662,68.0531,39.5131,4.33,91,96,19.24
Prince Rupert,CA,1612828677,54.3161,-130.3201,30.2,47,90,6.91
Esperance,AU,1612828497,-33.8667,121.9,64.4,82,75,6.91
Roswell,US,1612828442,34.0232,-84.3616,54.0,50,1,6.91
Mandera,KE,1612828677,3.9366,41.867,78.39,57,40,16.13
Port Blair,IN,1612828677,11.6667,92.75,74.52,76,84,11.63
Qarqīn,AF,1612828677,37.4185,66.0436,52.5,55,61,7.87
Khudumelapye,BW,1612828677,-23.8833,24.75,67.53,87,3,6.49
Dori,BF,1612828678,14.0354,-0.0345,74.89,18,20,7.67
Yumen,CN,1612828678,40.2833,97.2,26.26,77,67,6.06
Mount Gambier,AU,1612828679,-37.8333,140.7667,62.6,59,0,17.27
Chokurdakh,RU,1612828679,70.6333,147.9167,-13.07,85,0,10.18
Praia,CV,1612828679,14.9215,-23.5087,68.0,77,90,18.41
Olafsvik,IS,1612828679,64.8945,-23.7142,34.41,85,89,14.85
Ritchie,ZA,1612828680,-29.038,24.6028,68.0,83,9,2.3
Sīrjān,IR,1612828680,29.452,55.6814,44.53,57,0,6.46
Slave Lake,CA,1612828680,55.2834,-114.769,-16.6,63,1,19.57
Lüderitz,NA,1612828680,-26.6481,15.1594,70.75,55,0,18.99
Cayenne,GF,1612828680,4.9333,-52.3333,78.8,78,75,8.05
Dickinson,US,1612828588,29.4608,-95.0513,66.0,88,75,9.22
Lang Son,VN,1612828445,21.8333,106.7333,58.41,90,100,6.42
Camaná,PE,1612828680,-16.6228,-72.7111,73.13,78,49,6.4
Dabakala,CI,1612828680,8.3667,-4.4333,79.18,60,3,4.38
Illapel,CL,1612828681,-31.6308,-71.1653,64.99,56,0,3.89
Ozorków,PL,1612828681,51.9634,19.2914,16.0,86,90,2.3
Yaan,NG,1612828681,7.3833,8.5667,79.59,19,94,4.36
Xining,CN,1612828681,36.6167,101.7667,23.95,65,55,2.08
Lebu,CL,1612828681,-37.6167,-73.65,60.58,91,7,8.48
Morris,US,1612828681,40.8334,-74.5329,23.0,68,1,3.22
Makakilo City,US,1612828614,21.3469,-158.0858,80.6,44,1,14.97
Oranjestad,AW,1612828445,12.524,-70.027,80.6,74,20,20.71
Laguna,US,1612828678,38.421,-121.4238,63.0,51,1,3.0
Porto-Novo,BJ,1612828682,6.4965,2.6036,84.2,74,20,13.8
Bowen,AU,1612828682,-20.0167,148.2333,82.4,74,40,10.36
Najrān,SA,1612828683,17.4924,44.1277,53.6,94,75,6.91
Villa Bruzual,VE,1612828683,9.3328,-69.1208,83.43,51,72,6.26
Hlukhiv,UA,1612828683,51.6782,33.9162,13.78,96,100,21.0
Ayan,RU,1612828683,56.45,138.1667,-4.47,79,100,15.3
Aksu,CN,1612828683,41.1231,80.2644,28.9,78,97,1.43
Hohhot,CN,1612828578,40.8106,111.6522,12.2,67,0,4.47
Dali,CN,1612828683,25.7,100.1833,41.9,85,100,1.79
Riosucio,CO,1612828683,5.4216,-75.7032,66.2,94,75,14.97
Magadan,RU,1612828463,59.5667,150.8,10.38,93,100,13.71
Jacqueville,CI,1612828684,5.2052,-4.4146,80.6,100,20,4.61
Durusu,TR,1612828684,41.3053,28.6767,59.0,72,75,23.02
Los Reyes Acaquilpan,MX,1612828684,19.35,-98.9667,77.0,10,1,8.05
Henties Bay,NA,1612828684,-22.116,14.2845,66.0,85,49,3.0
Deputatsky,RU,1612828684,69.3,139.9,-20.22,87,3,3.96
Nosy Varika,MG,1612828684,-20.5833,48.5333,78.22,85,92,7.83
Sittwe,MM,1612828685,20.15,92.9,62.26,65,0,6.98
Manono,CD,1612828685,-7.3,27.4167,69.71,93,100,1.86
Smolenka,RU,1612828685,52.1352,113.4974,5.0,78,96,4.47
Smithers,CA,1612828685,54.7804,-127.1743,6.8,51,40,11.5
Sovetsk,RU,1612828685,55.0839,21.8785,15.33,96,100,16.87
Jambi City,ID,1612828686,-1.6,103.6167,75.4,94,99,2.55
Kryve Ozero,UA,1612828686,47.9524,30.3493,38.07,98,100,13.76
Gazli,UZ,1612828686,40.1333,63.45,40.3,71,22,6.82
Lázně Bohdaneč,CZ,1612828686,50.0756,15.6798,21.2,86,90,3.44
Ocotal,NI,1612828686,13.6321,-86.4752,74.53,58,28,4.85
Luganville,VU,1612828686,-15.5333,167.1667,84.13,60,5,2.35
Alice Springs,AU,1612828687,-23.7,133.8833,87.8,37,0,8.05
Birjand,IR,1612828687,32.8663,59.2211,35.6,69,0,4.61
Olinda,BR,1612828687,-8.0089,-34.8553,80.6,69,40,8.05
Coquimbo,CL,1612828521,-29.9533,-71.3436,64.4,72,0,11.5
Opunake,NZ,1612828687,-39.4556,173.8583,66.99,75,92,13.0
Queensferry,GB,1612828687,55.9833,-3.4,32.0,93,75,9.22
Araouane,ML,1612828688,18.9048,-3.5265,64.94,23,98,9.48
Hervey Bay,AU,1612828688,-25.2986,152.8535,84.0,57,33,14.97
Mount Isa,AU,1612828688,-20.7333,139.5,78.8,100,40,8.05
Saint-Joseph,RE,1612828688,-21.3667,55.6167,77.0,57,20,6.91
Verkhnyaya Inta,RU,1612828688,65.9811,60.3094,-19.75,88,100,2.91
Port Lincoln,AU,1612828689,-34.7333,135.8667,70.43,63,32,15.86
Baykit,RU,1612828689,61.67,96.37,21.11,94,100,12.33
Kholm,RU,1612828689,59.2667,32.85,0.05,92,0,4.03
Ketchikan,US,1612828689,55.3422,-131.6461,24.8,86,90,3.44
Nikkō,JP,1612828689,36.75,139.6167,35.01,49,34,5.99
Moberly,US,1612828689,39.4184,-92.4382,10.4,79,90,10.36
Hongjiang,CN,1612828689,27.11,109.9956,46.04,89,100,2.26
Celle,DE,1612828420,52.6226,10.0805,17.6,86,100,2.3
Ozinki,RU,1612828690,51.1786,49.6769,-15.45,86,0,7.58
Taoudenni,ML,1612828690,22.6783,-3.9836,62.74,27,0,9.42
Vaitape,PF,1612828690,-16.5167,-151.75,81.43,76,9,13.27
Ushtobe,KZ,1612828690,45.2514,77.9838,30.24,96,100,13.6
Provideniya,RU,1612828431,64.3833,-173.3,5.0,78,75,24.61
Remanso,BR,1612828691,-9.6179,-42.0831,75.42,81,100,3.58
Tuktoyaktuk,CA,1612828691,69.4541,-133.0374,-41.8,74,1,2.3
Cabedelo,BR,1612828680,-6.9811,-34.8339,80.6,78,20,8.05
Dicabisagan,PH,1612828691,17.0818,122.4157,74.71,85,99,14.32
Saýat,TM,1612828691,38.7839,63.8803,35.6,100,0,4.61
Vila,PT,1612828691,42.0304,-8.1588,44.01,94,100,10.0
Dingle,PH,1612828692,10.9995,122.6711,75.87,92,96,10.2
Cairns,AU,1612828692,-16.9167,145.7667,78.8,94,75,3.44
Quelimane,MZ,1612828692,-17.8786,36.8883,80.6,74,0,3.42
Lorengau,PG,1612828617,-2.0226,147.2712,85.73,68,21,6.38
Micheweni,TZ,1612828645,-4.9667,39.8333,80.46,82,100,12.88
Vanimo,PG,1612828692,-2.6741,141.3028,81.48,80,100,1.54
Ponta do Sol,PT,1612828619,32.6667,-17.1,57.0,75,23,1.99
Mitsamiouli,KM,1612828692,-11.3847,43.2844,82.49,79,100,17.16
Batemans Bay,AU,1612828693,-35.7167,150.1833,71.01,62,69,4.0
Jalu,LY,1612828693,29.0331,21.5482,57.47,51,100,10.04
Oyama,JP,1612828693,36.3,139.8,41.0,43,20,1.14
Ingrāj Bāzār,IN,1612828693,25.0,88.15,55.76,59,0,3.74
Klaksvík,FO,1612828693,62.2266,-6.589,32.0,80,20,5.75
Kamaishi,JP,1612828693,39.2667,141.8833,24.8,63,75,2.3
Popovo,BG,1612828694,43.35,26.2333,41.0,100,90,6.91
Mossamedes,AO,1612828616,-15.1961,12.1522,71.71,78,99,5.77
Eilat,IL,1612828694,29.5581,34.9482,66.2,52,0,4.29
Plettenberg Bay,ZA,1612828694,-34.0527,23.3716,65.44,77,0,3.22
Çanakkale Province,TR,1612828694,40.0833,26.8333,62.6,63,75,27.63
Ishikawa,JP,1612828694,26.4233,127.8214,57.2,67,1,10.36
Semnan,IR,1612828695,35.5729,53.3971,46.38,64,0,1.28
Geraldton,AU,1612828671,-28.7667,114.6,66.2,82,75,3.44
Camacha,PT,1612828695,33.0833,-16.3333,57.2,94,75,14.97
Boulder,US,1612828417,40.0833,-105.3505,32.0,46,1,5.75
Antalaha,MG,1612828695,-14.9003,50.2788,75.43,88,79,3.87
Panama City,PA,1612828472,8.9936,-79.5197,86.0,62,20,12.66
Chara,RU,1612828695,56.9064,118.2631,2.91,84,42,1.68
Auki,SB,1612828696,-8.7676,160.7034,84.9,70,85,7.81
Busovača,BA,1612828696,44.0975,17.8789,37.4,100,40,2.3
Shetpe,KZ,1612828696,44.1667,52.1167,26.24,87,100,8.41
Qui Nhon,VN,1612828696,13.7667,109.2333,72.37,84,84,5.5
Akoupé,CI,1612828696,6.39,-3.9003,74.86,92,57,3.94
Ürümqi,CN,1612828612,43.801,87.6005,14.0,85,80,5.46
Kholodnyy,RU,1612828696,62.7167,147.95,-9.47,85,98,4.76
San Quintín,MX,1612828696,30.4833,-115.95,61.29,69,0,6.8
Sørland,NO,1612828697,67.667,12.6934,35.38,81,100,11.7
Vangaindrano,MG,1612828697,-23.35,47.6,76.78,92,98,4.03
Beloha,MG,1612828697,-25.1667,45.05,76.32,83,100,1.92
Chimoio,MZ,1612828698,-19.1164,33.4833,66.92,100,81,2.64
Saint-Ambroise,CA,1612828698,48.5501,-71.3324,8.6,61,62,5.75
Kiama,AU,1612828698,-34.6833,150.8667,71.01,91,89,9.57
Pokhara,NP,1612828698,28.2333,83.9833,55.35,34,0,3.24
Hanoi,VN,1612828532,21.0245,105.8412,59.0,94,90,9.22
Oskaloosa,US,1612828699,41.2964,-92.6444,5.0,85,90,10.36
West Bay,KY,1612828699,19.3667,-81.4167,80.6,74,20,10.36
Diego de Almagro,CL,1612828699,-26.3667,-70.05,64.27,50,0,3.29
Abrau-Dyurso,RU,1612828699,44.69,37.59,57.2,54,100,26.84
Tegul'det,RU,1612828699,57.3064,88.1667,15.06,92,91,18.72
Gallup,US,1612828699,35.5281,-108.7426,59.0,12,1,20.71
Madang,PG,1612828699,-5.2246,145.7966,84.04,73,95,7.18
Goubellat,TN,1612828700,36.5418,9.6633,57.2,62,40,10.36
Burriana,ES,1612828700,39.889,-0.085,55.0,55,42,1.01
Kabare,CD,1612828700,-2.4683,28.8242,61.03,78,100,2.01
Bjørnevatn,NO,1612828700,69.6672,29.9847,17.6,86,20,12.66
Mgachi,RU,1612828700,51.05,142.2667,6.01,93,100,8.43
Hualmay,PE,1612828553,-11.0964,-77.6139,72.07,80,100,9.33
Porkhov,RU,1612828700,57.765,29.5561,5.0,85,20,2.24
Stranda,NO,1612828701,62.3096,6.9358,12.0,78,0,4.0
Touros,BR,1612828701,-5.1989,-35.4608,80.6,78,0,13.8
Giresun Province,TR,1612828701,40.5,38.5,59.0,55,75,2.3
Wuda,CN,1612828701,39.4994,106.7117,23.67,85,0,1.19
La Ronge,CA,1612828701,55.1001,-105.2842,-18.4,57,100,13.8
San Rafael,AR,1612828702,-34.6177,-68.3301,60.91,70,83,5.08
Serenje,ZM,1612828702,-13.2325,30.2352,63.05,96,100,1.12
Bilibino,RU,1612828702,68.0546,166.4372,5.07,82,100,7.81
Mahon,ES,1612828606,39.8885,4.2658,53.6,82,0,6.91
Ust-Nera,RU,1612828702,64.5667,143.2,-12.32,79,8,6.04
Noyabrsk,RU,1612828702,63.1994,75.4507,-13.34,90,79,7.38
Lom Sak,TH,1612828702,16.7798,101.2422,69.8,100,40,2.3
Kiryat Gat,IL,1612828702,31.61,34.7642,62.01,43,96,7.05
Rovaniemi,FI,1612828504,66.5,25.7167,8.6,85,3,10.36
Faya,SA,1612828703,18.3851,42.4509,48.2,87,40,4.61
Srandakan,ID,1612828703,-7.9386,110.2506,77.76,85,93,4.85
Boa Vista,BR,1612828509,2.8197,-60.6733,84.2,65,40,8.05
Antofagasta,CL,1612828703,-23.65,-70.4,68.0,77,20,12.66
Pemangkat,ID,1612828703,1.1667,108.9667,76.71,89,86,7.74
Les Cayes,HT,1612828703,18.2,-73.75,77.11,76,64,6.85
Sioux Lookout,CA,1612828694,50.1001,-91.917,-14.8,53,40,13.8
Lufilufi,WS,1612828685,-13.8745,-171.5986,89.6,74,75,19.57
Hīt,IQ,1612828704,33.6416,42.8251,57.7,60,90,1.81
Buta,CD,1612828704,2.7858,24.73,66.22,42,76,1.92
Hammerfest,NO,1612828690,70.6634,23.6821,21.2,86,75,11.5
Grand Gaube,MU,1612828704,-20.0064,57.6608,75.99,84,3,3.0
Tigil',RU,1612828704,57.8,158.6667,17.73,90,40,7.05
Wanning,CN,1612828704,18.8003,110.3967,71.37,88,97,8.25
Walvis Bay,NA,1612828705,-22.9575,14.5053,66.0,77,61,6.91
Acapulco de Juárez,MX,1612828705,16.8634,-99.8901,84.2,65,40,9.22
Halifax,CA,1612828631,44.6453,-63.5724,28.4,74,77,11.5
Guane,CU,1612828705,22.2025,-84.0875,74.01,84,0,2.98
Quatre Cocos,MU,1612828705,-20.2078,57.7625,77.0,88,40,3.44
Sorbhog,IN,1612828705,26.5,90.8667,57.38,53,0,6.55
Venado Tuerto,AR,1612828706,-33.7456,-61.9688,69.01,97,100,4.0
Belmonte,BR,1612828706,-15.8631,-38.8828,73.4,88,75,3.44
Santa Cruz de la Sierra,BO,1612828706,-17.8,-63.1667,86.0,58,75,8.05
Yulara,AU,1612828706,-25.2406,130.9889,89.6,20,60,20.71
Constitución,CL,1612828706,-35.3333,-72.4167,60.35,85,10,11.99
Pombia,IT,1612828706,45.653,8.6336,41.0,75,40,6.91
Necochea,AR,1612828707,-38.5473,-58.7368,59.0,80,9,3.0
Sandwick,GB,1612828707,60.0,-1.25,33.57,83,83,11.32
Pingliang,CN,1612828707,35.5392,106.6861,32.13,88,3,0.58
Vereeniging,ZA,1612828707,-26.6731,27.9261,66.0,83,49,4.0
Houma,US,1612828707,29.5958,-90.7195,63.0,88,90,6.91
Victor Harbor,AU,1612828708,-35.5667,138.6167,70.0,55,0,5.01
Kushmurun,KZ,1612828708,52.4503,64.6311,-7.01,86,100,12.91
Basco,PH,1612828708,20.4487,121.9702,72.14,75,91,30.2
Ouadda,CF,1612828708,8.0777,22.4007,63.3,28,67,6.4
Severo-Yeniseyskiy,RU,1612828708,60.3725,93.0408,25.27,97,100,9.8
Kumo,NG,1612828709,10.0447,11.2122,70.61,21,19,6.46
Severomuysk,RU,1612828661,56.1481,113.4267,-0.36,95,69,2.71
Manavālakurichi,IN,1612828709,8.1333,77.3,77.0,78,20,12.1
Ambon City,ID,1612828709,-3.6954,128.1814,84.2,79,20,4.61
Narutochō-mitsuishi,JP,1612828626,34.1833,134.6167,39.99,52,20,10.36
Nizwá,OM,1612828709,22.9333,57.5333,58.39,67,98,2.98
Kyabram,AU,1612828709,-36.3167,145.05,73.0,35,0,7.74
Petropavlivka,UA,1612828710,48.4564,36.4367,24.12,95,100,17.92
Ust-Kuyga,RU,1612828710,70.0167,135.6,-19.86,79,3,4.45
Vestmannaeyjar,IS,1612828710,63.4427,-20.2734,35.33,83,68,12.71
Sakakah,SA,1612828430,29.9697,40.2064,50.0,81,0,4.61
Rocha,UY,1612828710,-34.4833,-54.3333,64.99,90,95,10.67
Mayumba,GA,1612828711,-3.432,10.6554,79.97,86,100,7.85
Kuminskiy,RU,1612828711,58.6667,66.5667,-11.31,89,100,6.53
Niterói,BR,1612828711,-22.8833,-43.1036,75.99,78,75,2.3
Ponta Delgada,PT,1612828711,37.7333,-25.6667,59.0,94,20,14.97
Portland,US,1612828326,45.5234,-122.6762,46.4,46,90,1.63
Mahibadhoo,MV,1612828712,3.7833,72.9667,81.95,72,17,18.61
Bandar-e Lengeh,IR,1612828712,26.5579,54.8807,65.34,74,5,6.71
Yerbogachën,RU,1612828712,61.2767,108.0108,3.2,94,79,3.33
Fairbanks,US,1612828589,64.8378,-147.7164,-5.8,49,1,14.97
Biskamzha,RU,1612828712,53.4497,89.5272,23.31,94,100,16.42
Porosozero,RU,1612828712,62.7191,32.727,-0.02,93,63,5.7
Piaçabuçu,BR,1612828713,-10.4056,-36.4344,78.08,80,32,12.59
Linjiang,CN,1612828713,41.8069,126.9078,7.25,86,40,2.04
Huarmey,PE,1612828713,-10.0681,-78.1522,72.66,77,76,9.82
Malvern,US,1612828713,34.3623,-92.813,46.4,76,90,5.75
Marabu,MY,1612828495,4.4148,114.0089,75.2,100,20,1.14
Samaná,DO,1612828425,19.2056,-69.3369,77.0,83,40,4.61
Ishimbay,RU,1612828714,53.4545,56.0415,-24.5,84,82,4.9
Bondowoso,ID,1612828467,-7.9135,113.8214,76.89,81,99,2.24
Labuhan,ID,1612828714,-6.8844,112.2051,79.65,84,74,9.55
Meadow Lake,US,1612828714,34.8014,-106.5436,66.99,6,75,10.36
Plomari,GR,1612828714,38.9767,26.3681,60.67,75,10,17.34
Ust-Tsilma,RU,1612828714,65.441,52.1498,-9.98,89,100,8.86
Azuaga,ES,1612828715,38.2667,-5.6833,45.0,88,81,5.99
Joshīmath,IN,1612828715,30.5667,79.5667,50.4,31,4,7.31
Dehui,CN,1612828715,44.5333,125.7,8.6,56,0,11.18
Bay Roberts,CA,1612828715,47.5999,-53.2648,30.99,95,100,10.0
Cabras,IT,1612828715,39.93,8.5314,54.57,81,97,17.11
Kabanjahe,ID,1612828715,3.1001,98.4908,75.2,100,40,1.59
Būlaevo,KZ,1612828716,54.9056,70.4439,-6.25,90,100,13.85
Talara,PE,1612828716,-4.5772,-81.2719,80.6,61,0,18.41
Nyrob,RU,1612828716,60.733,56.7202,-13.49,88,100,7.36
Binga,ZW,1612828716,-17.6203,27.3414,71.96,90,100,3.38
Cockburn Town,TC,1612828716,21.4612,-71.1419,77.0,78,40,10.36
Kloulklubed,PW,1612828712,7.0419,134.2556,80.6,78,90,9.22
Alzamay,RU,1612828716,55.5562,98.6644,26.22,93,100,5.57
Liberal,US,1612828716,37.0431,-100.921,17.6,93,90,8.05
Den Helder,NL,1612828717,52.9599,4.7593,28.99,69,90,23.02
Norsup,VU,1612828717,-16.0667,167.3833,84.38,57,1,5.68
Raudeberg,NO,1612828717,61.9875,5.1352,24.01,52,0,7.92
Bilma,NE,1612828717,18.6853,12.9164,66.94,22,75,7.38
Belaya Gora,RU,1612828700,68.5333,146.4167,-16.71,88,72,4.16
Rāyadrug,IN,1612828717,14.7,76.8667,59.92,86,62,3.22
Bubaque,GW,1612828718,11.2833,-15.8333,77.7,62,0,12.33
Mykhaylivka,UA,1612828718,47.2724,35.2224,32.49,97,100,18.68
Bandarbeyla,SO,1612828677,9.4942,50.8122,74.5,72,46,19.53
Soyo,AO,1612828443,-6.1349,12.3689,79.86,82,98,5.66
Mana,GF,1612828718,5.6592,-53.7767,77.23,80,65,13.49
Agua Verde,MX,1612828718,22.9,-106.05,77.0,33,20,11.5
Mazagão,BR,1612828718,-0.115,-51.2894,78.8,94,90,8.05
Wellington,NZ,1612828718,-41.2866,174.7756,69.01,73,90,23.02
Tshikapa,CD,1612828719,-6.4167,20.8,71.31,93,100,1.86
Arcata,US,1612828719,40.8665,-124.0828,51.01,81,20,8.05
Phek,IN,1612828719,25.6667,94.5,36.59,100,1,1.97
Vitim,RU,1612828719,59.4511,112.5578,16.16,96,81,3.58
Erenhot,CN,1612828719,43.6475,111.9767,15.94,89,0,8.95
Caceres,ES,1612828719,39.522,-6.3748,48.99,89,98,7.0
Wonthaggi,AU,1612828720,-38.6044,145.5913,66.99,67,0,12.21
Dunedin,NZ,1612828720,-45.8742,170.5036,64.0,84,100,1.01
Yangliuqing,CN,1612828720,39.1375,116.9997,30.2,51,0,4.47
Waipawa,NZ,1612828720,-41.4122,175.5153,69.01,73,90,23.02
Tsagan Aman,RU,1612828720,47.5639,46.7218,21.61,75,100,8.08
Singarāyakonda,IN,1612828720,15.25,80.0333,67.6,85,30,4.38
Gizo Government Station,SB,1612828720,-8.103,156.8419,85.06,71,91,8.63
Los Llanos de Aridane,ES,1612828721,28.6585,-17.9182,64.4,63,75,8.05
Khandyga,RU,1612828721,62.6667,135.6,-28.84,83,41,2.42
